Sample	Contig	Mean
Sample3	537_5-3379-4275-1-ID=537_5;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.582	13.902276
Sample3	537_8-6351-6773--1-ID=537_8;partial=00;start_type=GTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.678	21.835165
Sample3	537_9-6770-7354--1-ID=537_9;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.682	16.250574
Sample3	537_11-7928-8773--1-ID=537_11;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.726	8.856322
Sample3	537_12-8777-10249--1-ID=537_12;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.672	11.73167
Sample3	539_1-89-1108-1-ID=539_1;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.601	1.162069
Sample3	540_2-793-1509-1-ID=540_2;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.736	1.0723104
Sample3	547_1-3-788-1-ID=547_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.658	0.8883648
Sample3	549_2-2045-3151-1-ID=549_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.557	0.7492163
Sample3	549_4-3399-3596--1-ID=549_4;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.540	1.0625
Sample3	555_1-13-1035-1-ID=555_1;partial=00;start_type=ATG;rbs_motif=AAA;rbs_spacer=7bp;gc_cont=0.443	5.492554
Sample3	556_1-1-1317-1-ID=556_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.505	0.55098546
Sample3	558_1-312-1820-1-ID=558_1;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.698	1.1236203
Sample3	558_3-2355-3362-1-ID=558_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.710	0.73659676
Sample3	562_1-162-1076-1-ID=562_1;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.422	0.6418301
Sample3	562_2-1063-2133-1-ID=562_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.441	0.6514658
Sample3	563_1-1-411--1-ID=563_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.418	4.1800766
Sample3	563_2-447-1415--1-ID=563_2;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.474	0.973138
Sample3	563_6-3259-3795--1-ID=563_6;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.378	0.878553
Sample3	563_7-3795-4148--1-ID=563_7;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.424	0.60784316
Sample3	569_1-2-430--1-ID=569_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.615	1.8351254
Sample3	569_2-479-1474--1-ID=569_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.616	1.4397163
Sample3	580_2-589-2286--1-ID=580_2;partial=00;start_type=TTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.560	0.5813953
Sample3	585_7-12307-12603--1-ID=585_7;partial=00;start_type=ATG;rbs_motif=4Base/6BMM;rbs_spacer=13-15bp;gc_cont=0.609	0.78911567
Sample3	593_2-490-1395-1-ID=593_2;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.732	0.6798942
Sample3	594_2-420-857-1-ID=594_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.683	3.0486112
Sample3	602_1-2-688--1-ID=602_1;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;gc_cont=0.501	8.6238365
Sample3	602_2-711-1961--1-ID=602_2;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=9bp;gc_cont=0.473	6.3660307
Sample3	602_4-3407-4864-1-ID=602_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.498	5.5443425
Sample3	602_5-5177-6511-1-ID=602_5;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=8bp;gc_cont=0.428	4.0801687
Sample3	602_6-6528-7706--1-ID=602_6;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=11bp;gc_cont=0.493	4.74344
Sample3	603_2-1289-2224--1-ID=603_2;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.703	3.7811704
Sample3	605_3-613-2673-1-ID=605_3;partial=01;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.546	0.78492934
Sample3	608_1-3-260--1-ID=608_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.554	1
Sample3	608_2-353-913--1-ID=608_2;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.551	0.73965937
Sample3	608_3-942-1616--1-ID=608_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.523	0.5790476
Sample3	609_2-220-972--1-ID=609_2;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.542	0.5456053
Sample3	609_3-973-1242--1-ID=609_3;partial=00;start_type=TTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.519	1
Sample3	612_2-294-1808--1-ID=612_2;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.655	1.0212455
Sample3	615_4-737-1072--1-ID=615_4;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.378	0.76344085
Sample3	632_1-1-897-1-ID=632_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.604	1.3440429
Sample3	632_2-907-3492-1-ID=632_2;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.609	2.8591955
Sample3	632_3-3546-4169-1-ID=632_3;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.598	3.9198313
Sample3	632_5-4698-5108--1-ID=632_5;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.657	2.7931035
Sample3	632_6-5197-6237--1-ID=632_6;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.602	3.365881
Sample3	632_7-6249-6941--1-ID=632_7;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.571	1.290976
Sample3	632_8-6938-7747--1-ID=632_8;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.606	1.1727272
Sample3	632_9-7755-9212--1-ID=632_9;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.625	2.7584097
Sample3	633_1-3-740--1-ID=633_1;partial=10;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.721	0.8469388
Sample3	635_1-1-348-1-ID=635_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.451	2.0959597
Sample3	639_3-1254-1682--1-ID=639_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.562	0.609319
Sample3	640_2-320-1183-1-ID=640_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.752	1.7086835
Sample3	640_3-1241-1753-1-ID=640_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.708	2.8870523
Sample3	640_4-1750-2211-1-ID=640_4;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=3-4bp;gc_cont=0.762	1.4455128
Sample3	649_4-2502-2693--1-ID=649_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.599	2.4761906
Sample3	654_5-2125-2685-1-ID=654_5;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.538	1.0973237
Sample3	654_6-2715-3020-1-ID=654_6;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.529	0.5448718
Sample3	659_2-371-2218--1-ID=659_2;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.706	0.94699645
Sample3	659_3-2215-4254--1-ID=659_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.713	0.71428573
Sample3	659_4-4251-6182--1-ID=659_4;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.680	1.0162739
Sample3	659_5-6179-9454--1-ID=659_5;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.689	1.0703775
Sample3	659_6-9451-11451--1-ID=659_6;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.695	0.81037277
Sample3	659_7-11456-13597--1-ID=659_7;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.681	1.4593374
Sample3	659_9-16560-17480--1-ID=659_9;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.722	0.97276264
Sample3	671_3-2261-2701-1-ID=671_3;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.728	1.1408935
Sample3	674_16-14510-14746--1-ID=674_16;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.612	2
Sample3	685_2-107-661-1-ID=685_2;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.562	1.0172839
Sample3	685_3-762-1259-1-ID=685_3;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.592	1.4022988
Sample3	688_1-132-1928-1-ID=688_1;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.574	1.055252
Sample3	688_4-3096-3851-1-ID=688_4;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.517	1.9356436
Sample3	689_1-3-233--1-ID=689_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.675	0.86419755
Sample3	702_1-126-1331-1-ID=702_1;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.508	1.2064394
Sample3	702_2-1698-3377-1-ID=702_2;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.501	0.551634
Sample3	706_5-3373-4500-1-ID=706_5;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.668	0.76073617
Sample3	707_1-3-1217-1-ID=707_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.565	1.6197183
Sample3	711_2-241-2283--1-ID=711_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.605	2.6608558
Sample3	712_1-3-500--1-ID=712_1;partial=10;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.637	1.112069
Sample3	718_1-1-840--1-ID=718_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.752	0.8695652
Sample3	718_3-1891-3279--1-ID=718_3;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.734	1.1323649
Sample3	718_5-4268-5143-1-ID=718_5;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.718	1.4146005
Sample3	720_1-266-1441-1-ID=720_1;partial=01;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.637	1.5964912
Sample3	723_2-582-1217--1-ID=723_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.642	0.60288066
Sample3	725_1-78-1364-1-ID=725_1;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.582	0.5787159
Sample3	730_2-360-2177--1-ID=730_2;partial=00;start_type=ATG;rbs_motif=AAAA;rbs_spacer=4bp;gc_cont=0.377	4.482614
Sample3	738_2-366-1400-1-ID=738_2;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.626	0.76836157
Sample3	739_1-18-1160--1-ID=739_1;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.576	1.2588117
Sample3	744_2-751-1170-1-ID=744_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.436	1.1703703
Sample3	747_1-3-1766-1-ID=747_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.642	3.055762
Sample3	761_1-101-1021--1-ID=761_1;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.712	3.0985732
Sample3	761_2-1018-1623--1-ID=761_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.752	0.9144737
Sample3	763_2-493-780--1-ID=763_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.681	0.6666667
Sample3	766_2-351-1592--1-ID=766_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.531	1.9313186
Sample3	778_2-1125-1466--1-ID=778_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.357	10.78125
Sample3	787_8-8025-9074--1-ID=787_8;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.561	0.52444446
Sample3	792_7-7768-8235-1-ID=792_7;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.641	0.6006289
Sample3	794_2-151-522-1-ID=794_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.586	1.40991
Sample3	796_1-87-1892-1-ID=796_1;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.712	6.400966
Sample3	796_5-5039-5878-1-ID=796_5;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.732	8.730434
Sample3	796_7-7464-8369--1-ID=796_7;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.662	3.8359787
Sample3	807_1-93-809--1-ID=807_1;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.614	2.590829
Sample3	807_2-904-1182--1-ID=807_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.609	2.0465117
Sample3	812_2-275-1531-1-ID=812_2;partial=01;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.627	0.5420054
Sample3	821_3-986-1423-1-ID=821_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.685	0.9826389
Sample3	823_3-425-832--1-ID=823_3;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.674	0.82945734
Sample3	823_4-838-1224--1-ID=823_4;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.612	2.6371307
Sample3	823_5-1282-1875--1-ID=823_5;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.702	1.518018
Sample3	823_6-1952-2221--1-ID=823_6;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.644	0.6166667
Sample3	826_1-2-1870--1-ID=826_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.611	0.698662
Sample3	826_2-1948-2187--1-ID=826_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.533	1
Sample3	826_3-2364-6530-1-ID=826_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.564	0.97112274
Sample3	826_5-7357-8214--1-ID=826_5;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.486	0.52259886
Sample3	826_6-8290-8913--1-ID=826_6;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.470	2.2890296
Sample3	826_7-9146-9754-1-ID=826_7;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.478	1.2287582
Sample3	826_8-10109-10840-1-ID=826_8;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.500	1.8247423
Sample3	826_9-10962-13760--1-ID=826_9;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.502	0.65685165
Sample3	826_10-14073-18683-1-ID=826_10;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.515	0.50011206
Sample3	826_11-19641-20489--1-ID=826_11;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.537	1.0615164
Sample3	828_1-3-344--1-ID=828_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.620	1.3125
Sample3	828_2-383-1024--1-ID=828_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.592	1.8597561
Sample3	832_2-95-1156--1-ID=832_2;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.705	3.2149122
Sample3	834_2-601-1947--1-ID=834_2;partial=00;start_type=GTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.739	1.2990811
Sample3	834_4-2738-3364--1-ID=834_4;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.705	2.2935011
Sample3	841_1-2-745-1-ID=841_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.478	0.5050505
Sample3	841_3-2943-3191--1-ID=841_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.454	0.989899
Sample3	841_5-3892-4311-1-ID=841_5;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.450	0.5555556
Sample3	841_6-4753-5181--1-ID=841_6;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.522	1.3333334
Sample3	841_7-5200-5469--1-ID=841_7;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.463	1.1833333
Sample3	841_9-6406-6663-1-ID=841_9;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.531	1
Sample3	853_4-1617-2003-1-ID=853_4;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.674	0.6329114
Sample3	855_2-829-1122-1-ID=855_2;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.646	2.8263888
Sample3	856_2-1337-1810--1-ID=856_2;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.608	0.8271605
Sample3	857_2-1231-2949-1-ID=857_2;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.750	0.7648184
Sample3	857_3-2946-3281--1-ID=857_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.744	1.0752689
Sample3	865_1-144-1004-1-ID=865_1;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.656	4.5246134
Sample3	865_2-1029-1640-1-ID=865_2;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.662	1.9177489
Sample3	865_3-1666-2520-1-ID=865_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.664	1.9687943
Sample3	867_2-170-700-1-ID=867_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.655	9.459317
Sample3	868_1-3-1007-1-ID=868_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.520	1
Sample3	868_2-1022-1633-1-ID=868_2;partial=01;start_type=GTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.515	0.64935064
Sample3	869_2-180-2036--1-ID=869_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.704	1.4499121
Sample3	872_4-1562-2236--1-ID=872_4;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.597	9.085714
Sample3	872_5-2262-2861--1-ID=872_5;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.607	6.408889
Sample3	872_6-2884-4203--1-ID=872_6;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.670	8.417094
Sample3	872_7-4200-4973--1-ID=872_7;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=3-4bp;gc_cont=0.633	9.456731
Sample3	891_2-486-1796--1-ID=891_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.695	1.0232558
Sample3	891_3-1960-2985-1-ID=891_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.697	0.51369864
Sample3	891_4-3014-5017--1-ID=891_4;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.693	1.1704423
Sample3	891_8-7679-8044--1-ID=891_8;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.697	0.6944444
Sample3	891_9-8246-8680-1-ID=891_9;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.614	1.9438597
Sample3	896_2-363-1307--1-ID=896_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.656	2.1006289
Sample3	899_1-3-182--1-ID=899_1;partial=10;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.617	1
Sample3	899_2-182-409--1-ID=899_2;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.557	0.64102566
Sample3	908_2-701-1324-1-ID=908_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.641	2.5232067
Sample3	921_1-1-1200--1-ID=921_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.533	0.5038095
Sample3	921_2-1455-2975--1-ID=921_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.551	1.0065645
Sample3	922_2-1247-2293-1-ID=922_2;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.565	1.0278707
Sample3	922_3-2479-2754--1-ID=922_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.576	2.7539682
Sample3	922_4-2720-3109--1-ID=922_4;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.569	2.05
Sample3	923_2-752-1375--1-ID=923_2;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.619	1.2658228
Sample3	923_3-1447-1650--1-ID=923_3;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.603	3
Sample3	926_2-1519-3438--1-ID=926_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.492	21.470057
Sample3	926_3-3557-5182--1-ID=926_3;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=8bp;gc_cont=0.498	19.101625
Sample3	926_4-5436-7847-1-ID=926_4;partial=00;start_type=TTG;rbs_motif=AAA;rbs_spacer=12bp;gc_cont=0.489	20.534483
Sample3	926_6-8679-9173-1-ID=926_6;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;gc_cont=0.461	16.52174
Sample3	926_7-9206-9550-1-ID=926_7;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.507	19.841026
Sample3	931_2-381-833--1-ID=931_2;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.687	12.438944
Sample3	931_3-830-1774--1-ID=931_3;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.730	6.28805
Sample3	934_3-654-2216-1-ID=934_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.644	1.6319886
Sample3	935_1-59-772-1-ID=935_1;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.650	1.3528368
Sample3	942_1-2-520--1-ID=942_1;partial=10;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.507	0.8130081
Sample3	945_1-3-761-1-ID=945_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.601	1.8095238
Sample3	945_2-871-1824-1-ID=945_2;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.605	2.1952736
Sample3	945_3-1927-2178-1-ID=945_3;partial=01;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.556	0.7941176
Sample3	947_1-3-2573-1-ID=947_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.728	0.68318874
Sample3	947_2-2586-3470-1-ID=947_2;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.729	0.5619048
Sample3	947_3-3481-4764--1-ID=947_3;partial=00;start_type=GTG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.725	1.4867725
Sample3	947_5-5741-7087--1-ID=947_5;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.694	0.77610695
Sample3	947_6-7191-8180--1-ID=947_6;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.693	2.3392856
