Sample	Contig	Mean
Sample2	537_12-8777-10249--1-ID=537_12;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.672	9.103553
Sample2	540_2-793-1509-1-ID=540_2;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.736	1.0176367
Sample2	549_2-2045-3151-1-ID=549_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.557	1.0982236
Sample2	554_2-192-497-1-ID=554_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.359	0.88461536
Sample2	555_1-13-1035-1-ID=555_1;partial=00;start_type=ATG;rbs_motif=AAA;rbs_spacer=7bp;gc_cont=0.443	2.3631158
Sample2	555_2-1047-1793--1-ID=555_2;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=5bp;gc_cont=0.388	0.75376886
Sample2	556_1-1-1317-1-ID=556_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.505	4.1722364
Sample2	558_1-312-1820-1-ID=558_1;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.698	0.76674026
Sample2	569_1-2-430--1-ID=569_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.615	1.3225807
Sample2	569_2-479-1474--1-ID=569_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.616	1.0957447
Sample2	580_2-589-2286--1-ID=580_2;partial=00;start_type=TTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.560	0.622093
Sample2	580_3-2322-2534-1-ID=580_3;partial=01;start_type=GTG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.592	2.1111112
Sample2	590_4-4434-4688--1-ID=590_4;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.553	0.9809524
Sample2	594_2-420-857-1-ID=594_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.683	2.7430556
Sample2	599_2-324-1214--1-ID=599_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.646	0.8097166
Sample2	600_5-4584-5294-1-ID=600_5;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.717	0.53475934
Sample2	602_1-2-688--1-ID=602_1;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;gc_cont=0.501	9.769088
Sample2	602_2-711-1961--1-ID=602_2;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=9bp;gc_cont=0.473	4.8247046
Sample2	602_4-3407-4864-1-ID=602_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.498	4.623853
Sample2	602_5-5177-6511-1-ID=602_5;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=8bp;gc_cont=0.428	3.7637131
Sample2	602_6-6528-7706--1-ID=602_6;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=11bp;gc_cont=0.493	5.463557
Sample2	603_2-1289-2224--1-ID=603_2;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.703	4.7900763
Sample2	604_1-54-941-1-ID=604_1;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.611	0.8130081
Sample2	604_2-945-1910-1-ID=604_2;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.598	0.7352941
Sample2	605_1-45-284-1-ID=605_1;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.546	2
Sample2	605_2-259-531--1-ID=605_2;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.516	1.1544715
Sample2	605_3-613-2673-1-ID=605_3;partial=01;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.546	0.9565672
Sample2	608_3-942-1616--1-ID=608_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.523	0.6
Sample2	608_5-3964-5937--1-ID=608_5;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.563	0.52796054
Sample2	612_2-294-1808--1-ID=612_2;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.655	0.789011
Sample2	615_2-242-556--1-ID=615_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.429	0.6909091
Sample2	616_1-1-372-1-ID=616_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.745	1.536036
Sample2	616_2-398-1009--1-ID=616_2;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.747	0.66450214
Sample2	618_3-1739-3265-1-ID=618_3;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.651	0.6535948
Sample2	621_2-346-1104-1-ID=621_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.727	1.1740558
Sample2	632_1-1-897-1-ID=632_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.604	1.6465863
Sample2	632_2-907-3492-1-ID=632_2;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.609	2.8990147
Sample2	632_3-3546-4169-1-ID=632_3;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.598	2.2468355
Sample2	632_5-4698-5108--1-ID=632_5;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.657	3.0421455
Sample2	632_6-5197-6237--1-ID=632_6;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.602	1.7149271
Sample2	632_7-6249-6941--1-ID=632_7;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.571	1.4585636
Sample2	632_8-6938-7747--1-ID=632_8;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.606	2.3166666
Sample2	632_9-7755-9212--1-ID=632_9;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.625	1.5474006
Sample2	640_3-1241-1753-1-ID=640_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.708	0.7796143
Sample2	649_4-2502-2693--1-ID=649_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.599	11.904762
Sample2	652_1-734-2191-1-ID=652_1;partial=00;start_type=ATG;rbs_motif=TAAAAA;rbs_spacer=12bp;gc_cont=0.488	1.1207951
Sample2	652_3-3586-4584-1-ID=652_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.423	0.5300353
Sample2	655_2-887-1087-1-ID=655_2;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=9bp;gc_cont=0.527	4.1764708
Sample2	655_3-1084-3477-1-ID=655_3;partial=00;start_type=ATG;rbs_motif=AAGAA;rbs_spacer=14bp;gc_cont=0.461	3.0285206
Sample2	655_4-3488-3844-1-ID=655_4;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=10bp;gc_cont=0.521	2.594203
Sample2	656_1-1-1314-1-ID=656_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.611	0.5103093
Sample2	670_2-649-1161-1-ID=670_2;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.632	1.077135
Sample2	671_2-917-2176--1-ID=671_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.706	0.5981982
Sample2	672_1-236-1249--1-ID=672_1;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.519	0.806713
Sample2	674_13-11276-11533-1-ID=674_13;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.605	0.8055556
Sample2	676_3-1261-1686-1-ID=676_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.340	1.3043479
Sample2	685_2-107-661-1-ID=685_2;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.562	2.0839505
Sample2	688_1-132-1928-1-ID=688_1;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.574	1.4632665
Sample2	688_4-3096-3851-1-ID=688_4;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.517	2.1155117
Sample2	689_1-3-233--1-ID=689_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.675	2
Sample2	690_1-144-704-1-ID=690_1;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.440	0.729927
Sample2	694_2-2191-2937--1-ID=694_2;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.693	1.1139028
Sample2	694_3-3070-3849--1-ID=694_3;partial=00;start_type=GTG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.728	0.6920635
Sample2	694_4-3931-4320--1-ID=694_4;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.679	0.5083333
Sample2	694_5-4317-4520--1-ID=694_5;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.672	1
Sample2	694_6-4808-5203--1-ID=694_6;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.727	0.56504065
Sample2	694_7-5203-6780--1-ID=694_7;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.732	0.7941176
Sample2	694_9-7554-7892-1-ID=694_9;partial=01;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.708	1.4814814
Sample2	702_1-126-1331-1-ID=702_1;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.508	1.5890151
Sample2	711_2-241-2283--1-ID=711_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.605	1.6085578
Sample2	712_1-3-500--1-ID=712_1;partial=10;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.637	1.1637931
Sample2	712_2-725-1276-1-ID=712_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.639	2.3681593
Sample2	718_7-5810-7072-1-ID=718_7;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.709	0.5292004
Sample2	720_1-266-1441-1-ID=720_1;partial=01;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.637	0.72904485
Sample2	721_4-1460-2431--1-ID=721_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.423	0.66909975
Sample2	722_2-1730-2191--1-ID=722_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.528	0.71794873
Sample2	723_1-1-516--1-ID=723_1;partial=10;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.680	0.6639344
Sample2	723_2-582-1217--1-ID=723_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.642	0.61728394
Sample2	725_1-78-1364-1-ID=725_1;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.582	1.1846966
Sample2	730_2-360-2177--1-ID=730_2;partial=00;start_type=ATG;rbs_motif=AAAA;rbs_spacer=4bp;gc_cont=0.377	6.1768584
Sample2	735_6-7757-8941-1-ID=735_6;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.738	0.90821254
Sample2	744_2-751-1170-1-ID=744_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.436	7.2185187
Sample2	745_2-1469-1978-1-ID=745_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.663	0.64166665
Sample2	747_1-3-1766-1-ID=747_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.642	2.7552664
Sample2	750_1-2-2872--1-ID=750_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.628	0.5321573
Sample2	756_1-3-815-1-ID=756_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.608	0.60784316
Sample2	761_1-101-1021--1-ID=761_1;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.712	1.315175
Sample2	761_2-1018-1623--1-ID=761_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.752	1.3004386
Sample2	766_2-351-1592--1-ID=766_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.531	3.7509158
Sample2	777_2-131-514-1-ID=777_2;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.609	1.5256411
Sample2	777_3-511-735-1-ID=777_3;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.604	0.73333335
Sample2	777_4-732-959-1-ID=777_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.592	0.525641
Sample2	777_6-1135-1332--1-ID=777_6;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.520	1
Sample2	777_7-1462-1701-1-ID=777_7;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.487	0.75555557
Sample2	777_8-1915-2778-1-ID=777_8;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.558	1.1638656
Sample2	777_12-8140-8631-1-ID=777_12;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.539	0.7982456
Sample2	777_13-8905-9576-1-ID=777_13;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.530	0.96934867
Sample2	777_14-9573-9791-1-ID=777_14;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.594	1.7826087
Sample2	777_15-9788-10063-1-ID=777_15;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.449	1
Sample2	782_2-237-410-1-ID=782_2;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=3-4bp;gc_cont=0.540	1.7083334
Sample2	782_3-465-692--1-ID=782_3;partial=00;start_type=GTG;rbs_motif=4Base/6BMM;rbs_spacer=13-15bp;gc_cont=0.697	1
Sample2	782_7-4711-6087-1-ID=782_7;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.659	0.6748166
Sample2	792_1-87-1172-1-ID=792_1;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.655	0.64102566
Sample2	792_3-1987-4296--1-ID=792_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.653	0.5555556
Sample2	792_6-6289-7503--1-ID=792_6;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.644	0.5633803
Sample2	792_7-7768-8235-1-ID=792_7;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.641	0.581761
Sample2	794_2-151-522-1-ID=794_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.586	1.1936936
Sample2	796_1-87-1892-1-ID=796_1;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.712	8.471014
Sample2	796_5-5039-5878-1-ID=796_5;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.732	14.184058
Sample2	796_7-7464-8369--1-ID=796_7;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.662	12.027778
Sample2	797_1-86-583-1-ID=797_1;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.616	0.6551724
Sample2	799_2-1792-2472--1-ID=799_2;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.731	0.8361582
Sample2	807_1-93-809--1-ID=807_1;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.614	2.4903
Sample2	807_2-904-1182--1-ID=807_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.609	3.147287
Sample2	819_4-3373-3651-1-ID=819_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.692	0.82945734
Sample2	821_3-986-1423-1-ID=821_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.685	1.625
Sample2	821_5-2594-3679--1-ID=821_5;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.634	0.63782054
Sample2	823_2-162-422--1-ID=823_2;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.586	1
Sample2	823_3-425-832--1-ID=823_3;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.674	1.9224806
Sample2	823_4-838-1224--1-ID=823_4;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.612	1.3459916
Sample2	823_5-1282-1875--1-ID=823_5;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.702	0.963964
Sample2	826_1-2-1870--1-ID=826_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.611	0.61082023
Sample2	826_2-1948-2187--1-ID=826_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.533	1.7555555
Sample2	826_3-2364-6530-1-ID=826_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.564	0.65845156
Sample2	826_5-7357-8214--1-ID=826_5;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.486	0.93502825
Sample2	826_6-8290-8913--1-ID=826_6;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.470	0.8902954
Sample2	826_7-9146-9754-1-ID=826_7;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.478	0.89542484
Sample2	826_8-10109-10840-1-ID=826_8;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.500	1.2371134
Sample2	826_9-10962-13760--1-ID=826_9;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.502	1.1321254
Sample2	826_11-19641-20489--1-ID=826_11;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.537	1.5450643
Sample2	828_1-3-344--1-ID=828_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.620	2.7447917
Sample2	828_2-383-1024--1-ID=828_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.592	3.359756
Sample2	832_2-95-1156--1-ID=832_2;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.705	2.258772
Sample2	833_4-2018-2779--1-ID=833_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.623	0.6813725
Sample2	834_2-601-1947--1-ID=834_2;partial=00;start_type=GTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.739	1.2773601
Sample2	834_4-2738-3364--1-ID=834_4;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.705	1.2012578
Sample2	836_3-615-950-1-ID=836_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.655	0.76344085
Sample2	841_5-3892-4311-1-ID=841_5;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.450	0.5037037
Sample2	841_7-5200-5469--1-ID=841_7;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.463	0.75
Sample2	848_1-235-780--1-ID=848_1;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.467	0.7070707
Sample2	851_2-403-945--1-ID=851_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.530	1.081425
Sample2	851_4-1999-3261-1-ID=851_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.599	1.1383648
Sample2	851_5-3258-4277-1-ID=851_5;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.555	0.59195405
Sample2	851_6-4331-5341-1-ID=851_6;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.582	1.0406504
Sample2	853_4-1617-2003-1-ID=853_4;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.674	1.2067511
Sample2	855_2-829-1122-1-ID=855_2;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.646	0.9444444
Sample2	856_1-219-1301-1-ID=856_1;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.460	1.5209004
Sample2	856_2-1337-1810--1-ID=856_2;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.608	1.5555556
Sample2	857_2-1231-2949-1-ID=857_2;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.750	0.7973231
Sample2	857_3-2946-3281--1-ID=857_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.744	1.6129032
Sample2	857_4-3422-4102--1-ID=857_4;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.752	0.82862526
Sample2	862_2-1536-1838--1-ID=862_2;partial=00;start_type=ATG;rbs_motif=AAGAA;rbs_spacer=9bp;gc_cont=0.327	0.89542484
Sample2	862_3-1835-2071--1-ID=862_3;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;gc_cont=0.325	0.7816092
Sample2	863_2-949-1983-1-ID=863_2;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.532	0.6983051
Sample2	865_1-144-1004-1-ID=865_1;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.656	2.6455696
Sample2	865_2-1029-1640-1-ID=865_2;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.662	4
Sample2	865_3-1666-2520-1-ID=865_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.664	2.648227
Sample2	867_2-170-700-1-ID=867_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.655	6.8031497
Sample2	869_2-180-2036--1-ID=869_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.704	1.2144113
Sample2	871_2-838-1071--1-ID=871_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.611	4.4761906
Sample2	872_4-1562-2236--1-ID=872_4;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.597	1.2228571
Sample2	872_5-2262-2861--1-ID=872_5;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.607	4.462222
Sample2	872_6-2884-4203--1-ID=872_6;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.670	3.2094016
Sample2	872_7-4200-4973--1-ID=872_7;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=3-4bp;gc_cont=0.633	8.701923
Sample2	875_1-3-443-1-ID=875_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.655	0.66323024
Sample2	879_1-3-1712-1-ID=879_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.612	0.96153843
Sample2	884_1-29-1120--1-ID=884_1;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=14bp;gc_cont=0.419	0.57431
Sample2	891_1-2-460-1-ID=891_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.678	0.72168285
Sample2	891_2-486-1796--1-ID=891_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.695	0.65719205
Sample2	891_3-1960-2985-1-ID=891_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.697	0.6849315
Sample2	891_4-3014-5017--1-ID=891_4;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.693	0.53829557
Sample2	891_7-6434-7666--1-ID=891_7;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.676	1.2040628
Sample2	896_2-363-1307--1-ID=896_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.656	1.6792452
Sample2	905_1-3-689--1-ID=905_1;partial=10;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.748	1.0800744
Sample2	907_12-15640-15981--1-ID=907_12;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.702	1.203125
Sample2	908_2-701-1324-1-ID=908_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.641	2.1181436
Sample2	908_3-1334-1789--1-ID=908_3;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.662	3.9836602
Sample2	914_2-472-1224-1-ID=914_2;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.570	0.7893864
Sample2	914_3-1225-1698--1-ID=914_3;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.517	2.0462964
